topic_seq,derivation_version,l3_terms,n_terms,has_explicit_open_marker,path,appears_in_levels,n_levels
1,hsk3_topic_derivation_v1,姓名|国籍|年龄|性别|喜好|习惯,6,true,基本信息/个人信息/姓名、国籍、年龄、性别、喜好、习惯等,1,1
2,hsk3_topic_derivation_v1,身份|家庭成员|朋友|技能,4,true,基本信息/个人信息/身份、家庭成员、朋友、技能等,1,1
3,hsk3_topic_derivation_v1,日期|时间|地点|方位|参加者|号码,6,true,基本信息/事件信息/日期、时间、地点、方位、参加者、号码等,1,1
4,hsk3_topic_derivation_v1,物品名称,1,false,基本信息/物品信息/物品名称,1,1
5,hsk3_topic_derivation_v1,物品特征,1,false,基本信息/物品信息/物品特征,1,1
6,hsk3_topic_derivation_v1,天气,1,false,基本信息/环境信息/天气,1|2,2
7,hsk3_topic_derivation_v1,环境特点,1,false,基本信息/环境信息/环境特点,1,1
8,hsk3_topic_derivation_v1,基本礼貌行为,1,false,日常生活/交往/基本礼貌行为,1|2,2
9,hsk3_topic_derivation_v1,简单互动行为,1,false,日常生活/交往/简单互动行为,1|2,2
10,hsk3_topic_derivation_v1,意愿感受,1,false,日常生活/交往/意愿感受,1|2|3,3
11,hsk3_topic_derivation_v1,食物饮品,1,false,日常生活/饮食/食物饮品,1|2|3|4,4
12,hsk3_topic_derivation_v1,就餐,1,false,日常生活/饮食/就餐,1|2|3|4|5,5
13,hsk3_topic_derivation_v1,问路,1,false,日常生活/交通出行/问路,1|2,2
14,hsk3_topic_derivation_v1,出行方式,1,false,日常生活/交通出行/出行方式,1|2|3,3
15,hsk3_topic_derivation_v1,出行安排,1,false,日常生活/交通出行/出行安排,1|2|3,3
16,hsk3_topic_derivation_v1,商品名称,1,false,日常生活/购物/商品名称,1,1
17,hsk3_topic_derivation_v1,商品价格,1,false,日常生活/购物/商品价格,1,1
18,hsk3_topic_derivation_v1,商品选购,1,false,日常生活/购物/商品选购,1|2|3|4|5,5
19,hsk3_topic_derivation_v1,生病|看病|探病,3,true,日常生活/医疗健康/生病、看病、探病等,1,1
20,hsk3_topic_derivation_v1,休闲活动,1,false,日常生活/休闲/休闲活动,1|2|3|4|5,5
21,hsk3_topic_derivation_v1,课程信息,1,false,教育情况/学习情况/课程信息,1,1
22,hsk3_topic_derivation_v1,学习内容,1,false,教育情况/学习情况/学习内容,1,1
23,hsk3_topic_derivation_v1,教育层次,1,false,教育情况/学习情况/教育层次,1,1
24,hsk3_topic_derivation_v1,学校情况,1,false,教育情况/校园生活/学校情况,1|2|3|4|5|6,6
25,hsk3_topic_derivation_v1,课后活动,1,false,教育情况/校园生活/课后活动,1|2,2
26,hsk3_topic_derivation_v1,工作信息,1,false,职场生活/工作情况/工作信息,1|2,2
27,hsk3_topic_derivation_v1,工作评价,1,false,职场生活/工作情况/工作评价,1,1
28,hsk3_topic_derivation_v1,职业种类,1,false,职场生活/职业/职业种类,1,1
29,hsk3_topic_derivation_v1,中餐,1,false,文化与传统/饮食文化/中餐,1,1
30,hsk3_topic_derivation_v1,传统饮品,1,false,文化与传统/饮食文化/传统饮品,1,1
31,hsk3_topic_derivation_v1,外貌|穿着|生日,3,true,基本信息/个人信息/外貌、穿着、生日等,2,1
32,hsk3_topic_derivation_v1,身份|习惯|爱好|来处,4,true,基本信息/个人信息/身份、习惯、爱好、来处等,2,1
33,hsk3_topic_derivation_v1,事件|人物|时间|方式|地址|原因|变化|状态,8,true,基本信息/事件信息/事件、人物、时间、方式、地址、原因、变化、状态等,2,1
34,hsk3_topic_derivation_v1,名称|颜色|差别|数量|所在|特点,6,true,基本信息/物品信息/名称、颜色、差别、数量、所在、特点等,2,1
35,hsk3_topic_derivation_v1,天气,1,false,基本信息/环境信息/天气,1|2,2
36,hsk3_topic_derivation_v1,环境特征,1,false,基本信息/环境信息/环境特征,2,1
37,hsk3_topic_derivation_v1,基本礼貌行为,1,false,日常生活/交往/基本礼貌行为,1|2,2
38,hsk3_topic_derivation_v1,简单互动行为,1,false,日常生活/交往/简单互动行为,1|2,2
39,hsk3_topic_derivation_v1,意愿感受,1,false,日常生活/交往/意愿感受,1|2|3,3
40,hsk3_topic_derivation_v1,食物饮品,1,false,日常生活/饮食/食物饮品,1|2|3|4,4
41,hsk3_topic_derivation_v1,饮食习惯,1,false,日常生活/饮食/饮食习惯,2|3,2
42,hsk3_topic_derivation_v1,就餐,1,false,日常生活/饮食/就餐,1|2|3|4|5,5
43,hsk3_topic_derivation_v1,问路,1,false,日常生活/交通出行/问路,1|2,2
44,hsk3_topic_derivation_v1,出行方式,1,false,日常生活/交通出行/出行方式,1|2|3,3
45,hsk3_topic_derivation_v1,出行安排,1,false,日常生活/交通出行/出行安排,1|2|3,3
46,hsk3_topic_derivation_v1,出行感受,1,false,日常生活/交通出行/出行感受,2,1
47,hsk3_topic_derivation_v1,商品选购,1,false,日常生活/购物/商品选购,1|2|3|4|5,5
48,hsk3_topic_derivation_v1,商品描述,1,false,日常生活/购物/商品描述,2,1
49,hsk3_topic_derivation_v1,生病,1,false,日常生活/医疗健康/生病,2|3,2
50,hsk3_topic_derivation_v1,就医,1,false,日常生活/医疗健康/就医,2|3|4|5|6,5
51,hsk3_topic_derivation_v1,休闲活动,1,false,日常生活/休闲/休闲活动,1|2|3|4|5,5
52,hsk3_topic_derivation_v1,休闲安排,1,false,日常生活/休闲/休闲安排,2,1
53,hsk3_topic_derivation_v1,家庭关系,1,false,日常生活/家庭生活/家庭关系,2|3|4,3
54,hsk3_topic_derivation_v1,家庭活动,1,false,日常生活/家庭生活/家庭活动,2|5,2
55,hsk3_topic_derivation_v1,基本情况,1,false,教育情况/学习情况/基本情况,2,1
56,hsk3_topic_derivation_v1,学习经历,1,false,教育情况/学习情况/学习经历,2|3|4|5,4
57,hsk3_topic_derivation_v1,学校情况,1,false,教育情况/校园生活/学校情况,1|2|3|4|5|6,6
58,hsk3_topic_derivation_v1,课后活动,1,false,教育情况/校园生活/课后活动,1|2,2
59,hsk3_topic_derivation_v1,工作信息,1,false,职场生活/工作情况/工作信息,1|2,2
60,hsk3_topic_derivation_v1,工作经历|工作感受,2,false,职场生活/工作情况/工作经历、工作感受,2,1
61,hsk3_topic_derivation_v1,职业状况,1,false,职场生活/职业/职业状况,2,1
62,hsk3_topic_derivation_v1,节日,1,false,文化与传统/传统习俗/节日,2,1
63,hsk3_topic_derivation_v1,中餐印象,1,false,文化与传统/饮食文化/中餐印象,2,1
64,hsk3_topic_derivation_v1,主要姓氏|正式称谓,2,true,文化与传统/姓氏文化/主要姓氏、正式称谓等,2,1
65,hsk3_topic_derivation_v1,个人信息,1,false,日常生活/个人情况/个人信息,3|4,2
66,hsk3_topic_derivation_v1,个人特征,1,false,日常生活/个人情况/个人特征,3|4,2
67,hsk3_topic_derivation_v1,事务处理,1,false,日常生活/日常事务/事务处理,3,1
68,hsk3_topic_derivation_v1,业务办理,1,false,日常生活/日常事务/业务办理,3|4|5|6,4
69,hsk3_topic_derivation_v1,礼貌行为,1,false,日常生活/交往/礼貌行为,3|4,2
70,hsk3_topic_derivation_v1,意愿感受,1,false,日常生活/交往/意愿感受,1|2|3,3
71,hsk3_topic_derivation_v1,食物饮品,1,false,日常生活/饮食/食物饮品,1|2|3|4,4
72,hsk3_topic_derivation_v1,饮食习惯,1,false,日常生活/饮食/饮食习惯,2|3,2
73,hsk3_topic_derivation_v1,就餐,1,false,日常生活/饮食/就餐,1|2|3|4|5,5
74,hsk3_topic_derivation_v1,出行方式,1,false,日常生活/交通出行/出行方式,1|2|3,3
75,hsk3_topic_derivation_v1,出行安排,1,false,日常生活/交通出行/出行安排,1|2|3,3
76,hsk3_topic_derivation_v1,出行经历,1,false,日常生活/交通出行/出行经历,3|4,2
77,hsk3_topic_derivation_v1,交通规则,1,false,日常生活/交通出行/交通规则,3,1
78,hsk3_topic_derivation_v1,商品选购,1,false,日常生活/购物/商品选购,1|2|3|4|5,5
79,hsk3_topic_derivation_v1,购物经历,1,false,日常生活/购物/购物经历,3,1
80,hsk3_topic_derivation_v1,生病,1,false,日常生活/医疗健康/生病,2|3,2
81,hsk3_topic_derivation_v1,就医,1,false,日常生活/医疗健康/就医,2|3|4|5|6,5
82,hsk3_topic_derivation_v1,探病,1,false,日常生活/医疗健康/探病,3,1
83,hsk3_topic_derivation_v1,健康观念,1,false,日常生活/医疗健康/健康观念,3,1
84,hsk3_topic_derivation_v1,休闲活动,1,false,日常生活/休闲/休闲活动,1|2|3|4|5,5
85,hsk3_topic_derivation_v1,活动体验,1,false,日常生活/休闲/活动体验,3,1
86,hsk3_topic_derivation_v1,居住情况,1,false,日常生活/社区/居住情况,3|4|5|6,4
87,hsk3_topic_derivation_v1,生活习惯,1,false,日常生活/家庭生活/生活习惯,3|4,2
88,hsk3_topic_derivation_v1,家庭关系,1,false,日常生活/家庭生活/家庭关系,2|3|4,3
89,hsk3_topic_derivation_v1,家庭事务,1,false,日常生活/家庭生活/家庭事务,3|4,2
90,hsk3_topic_derivation_v1,居家生活,1,false,日常生活/家庭生活/居家生活,3|4|5,3
91,hsk3_topic_derivation_v1,课程情况,1,false,教育情况/学习情况/课程情况,3|4|5|6,4
92,hsk3_topic_derivation_v1,学习活动,1,false,教育情况/学习情况/学习活动,3,1
93,hsk3_topic_derivation_v1,学习环境,1,false,教育情况/学习情况/学习环境,3,1
94,hsk3_topic_derivation_v1,学习经历,1,false,教育情况/学习情况/学习经历,2|3|4|5,4
95,hsk3_topic_derivation_v1,校园活动,1,false,教育情况/校园生活/校园活动,3|4|5|6,4
96,hsk3_topic_derivation_v1,学校情况,1,false,教育情况/校园生活/学校情况,1|2|3|4|5|6,6
97,hsk3_topic_derivation_v1,家庭教育,1,false,教育情况/教育问题/家庭教育,3|4|5,3
98,hsk3_topic_derivation_v1,办公事务,1,false,职场生活/日常办公/办公事务,3|4,2
99,hsk3_topic_derivation_v1,工作表现,1,false,职场生活/日常办公/工作表现,3|4,2
100,hsk3_topic_derivation_v1,工作环境,1,false,职场生活/日常办公/工作环境,3,1
101,hsk3_topic_derivation_v1,同事相处,1,false,职场生活/日常办公/同事相处,3,1
102,hsk3_topic_derivation_v1,工作经历,1,false,职场生活/职业与经历/工作经历,3|4|5,3
103,hsk3_topic_derivation_v1,职业评价,1,false,职场生活/职业与经历/职业评价,3,1
104,hsk3_topic_derivation_v1,气候,1,false,自然与环境/自然/气候,3|4,2
105,hsk3_topic_derivation_v1,季节,1,false,自然与环境/自然/季节,3,1
106,hsk3_topic_derivation_v1,动植物,1,false,自然与环境/自然/动植物,3|4|5|6,4
107,hsk3_topic_derivation_v1,自然风景,1,false,自然与环境/自然/自然风景,3,1
108,hsk3_topic_derivation_v1,环境状况,1,false,自然与环境/环境/环境状况,3|4,2
109,hsk3_topic_derivation_v1,环境保护,1,false,自然与环境/环境/环境保护,3|4|5|6,4
110,hsk3_topic_derivation_v1,现代生活,1,false,当代社会/社会情况/现代生活,3,1
111,hsk3_topic_derivation_v1,城市发展,1,false,当代社会/社会情况/城市发展,3,1
112,hsk3_topic_derivation_v1,文艺活动,1,false,当代社会/文艺/文艺活动,3|4|5|6,4
113,hsk3_topic_derivation_v1,运动项目,1,false,当代社会/体育/运动项目,3|4|5|6,4
114,hsk3_topic_derivation_v1,体育比赛,1,false,当代社会/体育/体育比赛,3|4,2
115,hsk3_topic_derivation_v1,特色饮食,1,false,文化与传统/饮食文化/特色饮食,3,1
116,hsk3_topic_derivation_v1,餐具,1,false,文化与传统/饮食文化/餐具,3,1
117,hsk3_topic_derivation_v1,传统节日与习俗,1,false,文化与传统/风俗传统/传统节日与习俗,3,1
118,hsk3_topic_derivation_v1,地区差异,1,false,文化与传统/风俗传统/地区差异,3,1
119,hsk3_topic_derivation_v1,个人信息,1,false,日常生活/个人情况/个人信息,3|4,2
120,hsk3_topic_derivation_v1,个人特征,1,false,日常生活/个人情况/个人特征,3|4,2
121,hsk3_topic_derivation_v1,业务办理,1,false,日常生活/日常事务/业务办理,3|4|5|6,4
122,hsk3_topic_derivation_v1,困难求助,1,false,日常生活/日常事务/困难求助,4|5|6,3
123,hsk3_topic_derivation_v1,礼貌行为,1,false,日常生活/交往/礼貌行为,3|4,2
124,hsk3_topic_derivation_v1,情感,1,false,日常生活/交往/情感,4,1
125,hsk3_topic_derivation_v1,感悟,1,false,日常生活/交往/感悟,4,1
126,hsk3_topic_derivation_v1,食物饮品,1,false,日常生活/饮食/食物饮品,1|2|3|4,4
127,hsk3_topic_derivation_v1,就餐,1,false,日常生活/饮食/就餐,1|2|3|4|5,5
128,hsk3_topic_derivation_v1,做菜,1,false,日常生活/饮食/做菜,4,1
129,hsk3_topic_derivation_v1,出行经历,1,false,日常生活/交通出行/出行经历,3|4,2
130,hsk3_topic_derivation_v1,交通,1,false,日常生活/交通出行/交通,4,1
131,hsk3_topic_derivation_v1,商品选购,1,false,日常生活/购物/商品选购,1|2|3|4|5,5
132,hsk3_topic_derivation_v1,购物体验,1,false,日常生活/购物/购物体验,4,1
133,hsk3_topic_derivation_v1,商家活动,1,false,日常生活/购物/商家活动,4,1
134,hsk3_topic_derivation_v1,就医,1,false,日常生活/医疗健康/就医,2|3|4|5|6,5
135,hsk3_topic_derivation_v1,健康生活,1,false,日常生活/医疗健康/健康生活,4|5|6,3
136,hsk3_topic_derivation_v1,休闲活动,1,false,日常生活/休闲/休闲活动,1|2|3|4|5,5
137,hsk3_topic_derivation_v1,活动感受|看法,2,true,日常生活/休闲/活动感受、看法等,4,1
138,hsk3_topic_derivation_v1,居住情况,1,false,日常生活/社区/居住情况,3|4|5|6,4
139,hsk3_topic_derivation_v1,社区生活,1,false,日常生活/社区/社区生活,4|5,2
140,hsk3_topic_derivation_v1,房屋租赁与买卖,1,false,日常生活/社区/房屋租赁与买卖,4,1
141,hsk3_topic_derivation_v1,居家生活,1,false,日常生活/家庭生活/居家生活,3|4|5,3
142,hsk3_topic_derivation_v1,家庭关系,1,false,日常生活/家庭生活/家庭关系,2|3|4,3
143,hsk3_topic_derivation_v1,成长过程,1,false,日常生活/家庭生活/成长过程,4,1
144,hsk3_topic_derivation_v1,生活习惯,1,false,日常生活/家庭生活/生活习惯,3|4,2
145,hsk3_topic_derivation_v1,家庭事务,1,false,日常生活/家庭生活/家庭事务,3|4,2
146,hsk3_topic_derivation_v1,课程情况,1,false,教育情况/学习情况/课程情况,3|4|5|6,4
147,hsk3_topic_derivation_v1,教学情况,1,false,教育情况/学习情况/教学情况,4|5|6,3
148,hsk3_topic_derivation_v1,学习经历,1,false,教育情况/学习情况/学习经历,2|3|4|5,4
149,hsk3_topic_derivation_v1,学习心得,1,false,教育情况/学习情况/学习心得,4|5,2
150,hsk3_topic_derivation_v1,校园活动,1,false,教育情况/校园生活/校园活动,3|4|5|6,4
151,hsk3_topic_derivation_v1,学校情况,1,false,教育情况/校园生活/学校情况,1|2|3|4|5|6,6
152,hsk3_topic_derivation_v1,家庭教育,1,false,教育情况/教育问题/家庭教育,3|4|5,3
153,hsk3_topic_derivation_v1,社会教育,1,false,教育情况/教育问题/社会教育,4,1
154,hsk3_topic_derivation_v1,办公事务,1,false,职场生活/日常办公/办公事务,3|4,2
155,hsk3_topic_derivation_v1,工作表现,1,false,职场生活/日常办公/工作表现,3|4,2
156,hsk3_topic_derivation_v1,职场交往,1,false,职场生活/日常办公/职场交往,4,1
157,hsk3_topic_derivation_v1,工作经历,1,false,职场生活/职业与经历/工作经历,3|4|5,3
158,hsk3_topic_derivation_v1,职业现状|职业评价,2,false,职场生活/职业与经历/职业现状、职业评价,4,1
159,hsk3_topic_derivation_v1,人事管理,1,false,职场生活/单位情况/人事管理,4,1
160,hsk3_topic_derivation_v1,工作环境与待遇,1,false,职场生活/单位情况/工作环境与待遇,4,1
161,hsk3_topic_derivation_v1,地理,1,false,自然与环境/自然/地理,4,1
162,hsk3_topic_derivation_v1,气候,1,false,自然与环境/自然/气候,3|4,2
163,hsk3_topic_derivation_v1,动植物,1,false,自然与环境/自然/动植物,3|4|5|6,4
164,hsk3_topic_derivation_v1,自然景观,1,false,自然与环境/自然/自然景观,4,1
165,hsk3_topic_derivation_v1,自然现象,1,false,自然与环境/自然/自然现象,4|6,2
166,hsk3_topic_derivation_v1,环境状况,1,false,自然与环境/环境/环境状况,3|4,2
167,hsk3_topic_derivation_v1,环境保护,1,false,自然与环境/环境/环境保护,3|4|5|6,4
168,hsk3_topic_derivation_v1,新技术运用,1,false,科学技术/科技发展/新技术运用,4,1
169,hsk3_topic_derivation_v1,科普知识,1,false,科学技术/科学知识/科普知识,4|5|6,3
170,hsk3_topic_derivation_v1,科研成果,1,false,科学技术/科学知识/科研成果,4|5|6,3
171,hsk3_topic_derivation_v1,首都|主要省市,2,false,当代社会/概况/首都、主要省市,4,1
172,hsk3_topic_derivation_v1,少数民族,1,false,当代社会/概况/少数民族,4,1
173,hsk3_topic_derivation_v1,流行产品,1,false,当代社会/经济现象/流行产品,4,1
174,hsk3_topic_derivation_v1,新商业形态,1,false,当代社会/经济现象/新商业形态,4,1
175,hsk3_topic_derivation_v1,经济状况,1,false,当代社会/经济现象/经济状况,4,1
176,hsk3_topic_derivation_v1,生活观念,1,false,当代社会/社会现象/生活观念,4,1
177,hsk3_topic_derivation_v1,网络生活,1,false,当代社会/社会现象/网络生活,4,1
178,hsk3_topic_derivation_v1,基础设施,1,false,当代社会/社会现象/基础设施,4|5,2
