topic_seq,mapping_version,axis_code,scope_code,app_domain_code,has_state_administration_frame,coding_status,selection_status,exclusion_reason_code,coded_by,coded_at,notes
245,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
246,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
247,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
248,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
249,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
250,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
251,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
252,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
253,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
254,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
255,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
256,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
257,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
258,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
259,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
260,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
261,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
262,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
263,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
264,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
265,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
266,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
267,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
268,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
269,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
270,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
271,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
272,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
273,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
274,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
275,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
276,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
277,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
278,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
279,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
280,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,학교,false,legacy_imported_unverified,unreviewed,,,,
281,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,학교,false,legacy_imported_unverified,unreviewed,,,,
282,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,학교,false,legacy_imported_unverified,unreviewed,,,,
283,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,학교,false,legacy_imported_unverified,unreviewed,,,,
284,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,학교,false,legacy_imported_unverified,unreviewed,,,,
285,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,학교,false,legacy_imported_unverified,unreviewed,,,,
286,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,직장,false,legacy_imported_unverified,unreviewed,,,,
287,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,직장,false,legacy_imported_unverified,unreviewed,,,,
288,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,직장,false,legacy_imported_unverified,unreviewed,,,,
289,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,직장,false,legacy_imported_unverified,unreviewed,,,,
290,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
291,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
292,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
293,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
294,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
295,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
296,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
297,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
298,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
299,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
300,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
301,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
302,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
303,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
304,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
305,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
306,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
307,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
308,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
309,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
310,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
311,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
312,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
313,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
314,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
315,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
316,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
317,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
318,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
319,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
320,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
321,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
322,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
323,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
324,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
325,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
326,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
327,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
328,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
329,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
330,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
331,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
332,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
333,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
334,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
335,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
336,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
337,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
338,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
339,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
340,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
341,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
342,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
343,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
344,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
345,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
346,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
347,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
348,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
349,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
350,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
351,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
352,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,일상,false,legacy_imported_unverified,unreviewed,,,,
353,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,학교|직장,false,legacy_imported_unverified,unreviewed,,,,
354,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,학교|직장,false,legacy_imported_unverified,unreviewed,,,,
355,pragma_hsk_topic_mapping_legacy_v1,situation,scenario,학교|직장,false,legacy_imported_unverified,unreviewed,,,,
356,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
357,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
358,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
359,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
360,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
361,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
362,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
363,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
364,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
365,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
366,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
367,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
368,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
369,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
370,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
371,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
372,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
373,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
374,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
375,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
376,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
377,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
378,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
379,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
380,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
381,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
382,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
383,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
384,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
385,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,true,legacy_imported_unverified,unreviewed,,,,
386,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
387,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
388,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
389,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
390,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
391,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
392,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
393,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
394,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
395,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
396,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
397,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
398,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
399,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
400,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
401,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
402,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
403,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
404,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
405,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
406,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
407,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
408,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
409,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
410,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
411,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
412,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
413,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
414,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
415,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
416,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
417,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
418,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
419,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
420,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
421,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
422,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
423,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
424,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
425,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
426,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
427,pragma_hsk_topic_mapping_legacy_v1,subject,topic,,false,legacy_imported_unverified,unreviewed,,,,
