seq,headword,pinyin,sense_no,source_form,pinyin_norm,pos,intro_level,intro_band,extra_levels,is_multi_sense,is_polyphone,is_phrase,source_note
1,爱,ài,1,爱,ai,动,1,1,{},false,false,false,
2,八,bā,1,八,ba,数,1,1,{},false,false,false,
3,爸爸,bàba,1,爸爸,baba,名,1,1,{},false,false,false,
4,吧,ba,1,吧,ba,助,1,1,{},false,false,false,
5,白天,báitiān,1,白天,baitian,名,1,1,{},false,false,false,
6,百,bǎi,1,百,bai,数,1,1,{},false,false,false,
7,半,bàn,1,半,ban,数、（副）,1,1,{4},false,false,false,
8,包子,bāozi,1,包子,baozi,名,1,1,{},false,false,false,
9,杯子,bēizi,1,杯子,beizi,名,1,1,{},false,false,false,
10,本,běn,1,本1,ben,量,1,1,{},true,false,false,
11,边,biān,1,边,bian,名、后缀,1,1,{},false,false,false,
12,病,bìng,1,病,bing,名、动,1,1,{},false,false,false,
13,不,bù,1,不,bu,副,1,1,{},false,false,false,
14,不客气,bú kèqi,1,不客气,bukeqi,,1,1,{},false,false,true,
15,不要,búyào,1,不要,buyao,副,1,1,{},false,false,false,
16,菜,cài,1,菜,cai,名,1,1,{},false,false,false,
17,茶,chá,1,茶,cha,名,1,1,{},false,false,false,
18,唱,chàng,1,唱,chang,动,1,1,{},false,false,false,
19,超市,chāoshì,1,超市,chaoshi,名,1,1,{},false,false,false,
20,车,chē,1,车,che,名,1,1,{},false,false,false,
21,吃,chī,1,吃,chi,动,1,1,{},false,false,false,
22,出租车,chūzūchē,1,出租车,chuzuche,名,1,1,{},false,false,false,
23,穿,chuān,1,穿,chuan,动,1,1,{},false,false,false,
24,打电话,dǎ diànhuà,1,打电话,dadianhua,,1,1,{},false,false,true,
25,大,dà,1,大,da,形,1,1,{},false,false,false,
26,大家,dàjiā,1,大家,dajia,代,1,1,{},false,false,false,
27,大学,dàxué,1,大学,daxue,名,1,1,{},false,false,false,
28,大学生,dàxuéshēng,1,大学生,daxuesheng,名,1,1,{},false,false,false,
29,到,dào,1,到,dao,动,1,1,{},false,false,false,
30,的,de,1,的,de,助,1,1,{},false,false,false,
31,第,dì,1,第,di,前缀,1,1,{},false,false,false,
32,弟弟,dìdi,1,弟弟,didi,名,1,1,{},false,false,false,
33,点,diǎn,1,点1,dian,量、（名）,1,1,{3},true,false,false,
34,店,diàn,1,店,dian,名,1,1,{},false,false,false,
35,电话,diànhuà,1,电话,dianhua,名,1,1,{},false,false,false,
36,电脑,diànnǎo,1,电脑,diannao,名,1,1,{},false,false,false,
37,电视,diànshì,1,电视,dianshi,名,1,1,{},false,false,false,
38,电影,diànyǐng,1,电影,dianying,名,1,1,{},false,false,false,
39,电影院,diànyǐngyuàn,1,电影院,dianyingyuan,名,1,1,{},false,false,false,
40,东西,dōngxi,1,东西,dongxi,名,1,1,{},false,false,false,
41,都,dōu,1,都,dou,副,1,1,{},false,false,false,
42,读,dú,1,读,du,动,1,1,{},false,false,false,
43,读书,dúshū,1,读书,dushu,动,1,1,{},false,false,false,
44,对,duì,1,对,dui,形、介、（动、量）,1,1,{4},false,false,false,
45,对不起,duìbuqǐ,1,对不起,duibuqi,动,1,1,{},false,false,false,
46,多,duō,1,多,duo,形、动、代、（数、副）,1,1,{2},false,false,false,
47,多少,duōshao,1,多少,duoshao,代,1,1,{},false,false,false,
48,儿子,érzi,1,儿子,erzi,名,1,1,{},false,false,false,
49,二,èr,1,二,er,数,1,1,{},false,false,false,
50,饭,fàn,1,饭,fan,名,1,1,{},false,false,false,
51,饭店,fàndiàn,1,饭店,fandian,名,1,1,{},false,false,false,
52,房间,fángjiān,1,房间,fangjian,名,1,1,{},false,false,false,
53,非常,fēicháng,1,非常,feichang,副,1,1,{},false,false,false,
54,飞机,fēijī,1,飞机,feiji,名,1,1,{},false,false,false,
55,分,fēn,1,分,fen,量、（动、名）,1,1,{3},false,false,false,
56,分钟,fēnzhōng,1,分钟,fenzhong,量,1,1,{},false,false,false,
57,高兴,gāoxìng,1,高兴,gaoxing,形,1,1,{},false,false,false,
58,歌,gē,1,歌,ge,名,1,1,{},false,false,false,
59,哥哥,gēge,1,哥哥,gege,名,1,1,{},false,false,false,
60,个,gè,1,个,ge,量,1,1,{},false,false,false,
61,给,gěi,1,给,gei,动、（介）,1,1,{2},false,false,false,
62,公司,gōngsī,1,公司,gongsi,名,1,1,{},false,false,false,
63,工作,gōngzuò,1,工作,gongzuo,动、名,1,1,{},false,false,false,
64,狗,gǒu,1,狗,gou,名,1,1,{},false,false,false,
65,贵,guì,1,贵,gui,形,1,1,{},false,false,false,
66,国,guó,1,国,guo,名,1,1,{},false,false,false,
67,还,hái,1,还,hai,副,1,1,{},true,true,false,
68,孩子,háizi,1,孩子,haizi,名,1,1,{},false,false,false,
69,汉语,Hànyǔ,1,汉语,hanyu,名,1,1,{},false,false,false,
70,汉字,Hànzì,1,汉字,hanzi,名,1,1,{},false,false,false,
71,好,hǎo,1,好,hao,形、（副）、（动）,1,1,"{2,4}",true,true,false,
72,好吃,hǎochī,1,好吃,haochi,形,1,1,{},false,false,false,
73,好看,hǎokàn,1,好看,haokan,形,1,1,{},false,false,false,
74,好听,hǎotīng,1,好听,haoting,形,1,1,{},false,false,false,
75,好玩儿,hǎowánr,1,好玩儿,haowanr,形,1,1,{},false,false,false,
76,号,hào,1,号,hao,名、量,1,1,{},false,false,false,
77,喝,hē,1,喝,he,动,1,1,{},false,false,false,
78,和,hé,1,和1,he,介、连,1,1,{},true,false,false,
79,很,hěn,1,很,hen,副,1,1,{},false,false,false,
80,后,hòu,1,后,hou,名,1,1,{},false,false,false,
81,回,huí,1,回,hui,动、（量）,1,1,{3},false,false,false,
82,会,huì,1,会1,hui,动,1,1,{},true,false,false,
83,火车,huǒchē,1,火车,huoche,名,1,1,{},false,false,false,
84,鸡蛋,jīdàn,1,鸡蛋,jidan,名,1,1,{},false,false,false,
85,几,jǐ,1,几,ji,代、数,1,1,{},false,false,false,
86,家,jiā,1,家,jia,名、量、（后缀）,1,1,{3},false,false,false,
87,家人,jiārén,1,家人,jiaren,名,1,1,{},false,false,false,
88,见,jiàn,1,见,jian,动,1,1,{},false,false,false,
89,件,jiàn,1,件,jian,量,1,1,{},false,false,false,
90,饺子,jiǎozi,1,饺子,jiaozi,名,1,1,{},false,false,false,
91,叫,jiào,1,叫,jiao,动、（介）,1,1,{4},false,false,false,
92,姐姐,jiějie,1,姐姐,jiejie,名,1,1,{},false,false,false,
93,今年,jīnnián,1,今年,jinnian,名,1,1,{},false,false,false,
94,今天,jīntiān,1,今天,jintian,名,1,1,{},false,false,false,
95,九,jiǔ,1,九,jiu,数,1,1,{},false,false,false,
96,觉得,juéde,1,觉得,juede,动,1,1,{},false,false,false,
97,开,kāi,1,开,kai,动,1,1,{},false,false,false,
98,开车,kāichē,1,开车,kaiche,动,1,1,{},false,false,false,
99,看,kàn,1,看,kan,动,1,1,{},true,true,false,
100,看病,kànbìng,1,看病,kanbing,动,1,1,{},false,false,false,
101,看见,kànjiàn,1,看见,kanjian,动,1,1,{},false,false,false,
102,可以,kěyǐ,1,可以,keyi,动、形,1,1,{},false,false,false,
103,课,kè,1,课,ke,名,1,1,{},false,false,false,
104,口,kǒu,1,口,kou,名、量,1,1,{},false,false,false,
105,块,kuài,1,块,kuai,量,1,1,{},false,false,false,
106,来,lái,1,来,lai,动,1,1,{},false,false,false,
107,老师,lǎoshī,1,老师,laoshi,名,1,1,{},false,false,false,
108,了,le,1,了,le,助,1,1,{},false,false,false,
109,冷,lěng,1,冷,leng,形,1,1,{},false,false,false,
110,里,lǐ,1,里,li,名,1,1,{},false,false,false,
111,两,liǎng,1,两1,liang,数,1,1,{},true,false,false,
112,零,líng,1,零,ling,数,1,1,{},false,false,false,
113,六,liù,1,六,liu,数,1,1,{},false,false,false,
114,妈妈,māma,1,妈妈,mama,名,1,1,{},false,false,false,
115,吗,ma,1,吗,ma,助,1,1,{},false,false,false,
116,买,mǎi,1,买,mai,动,1,1,{},false,false,false,
117,卖,mài,1,卖,mai,动,1,1,{},false,false,false,
118,忙,máng,1,忙,mang,形、动,1,1,{},false,false,false,
119,猫,māo,1,猫,mao,名,1,1,{},false,false,false,
120,没关系,méi guānxi,1,没关系,meiguanxi,,1,1,{},false,false,true,
121,没事,méishì,1,没事,meishi,动,1,1,{},false,false,false,
122,没有,méiyǒu,1,没有,meiyou,动、副,1,1,{},false,false,false,
123,妹妹,mèimei,1,妹妹,meimei,名,1,1,{},false,false,false,
124,们,men,1,们,men,后缀,1,1,{},false,false,false,
125,米饭,mǐfàn,1,米饭,mifan,名,1,1,{},false,false,false,
126,面包,miànbāo,1,面包,mianbao,名,1,1,{},false,false,false,
127,面条儿,miàntiáor,1,面条儿,miantiaor,名,1,1,{},false,false,false,
128,明年,míngnián,1,明年,mingnian,名,1,1,{},false,false,false,
129,明天,míngtiān,1,明天,mingtian,名,1,1,{},false,false,false,
130,名字,míngzi,1,名字,mingzi,名,1,1,{},false,false,false,
131,哪,nǎ,1,哪,na,代,1,1,{},false,false,false,
132,哪个,nǎge,1,哪个,nage,代,1,1,{},false,false,false,
133,哪里,nǎlǐ,1,哪里,nali,代,1,1,{},false,false,false,
134,哪儿,nǎr,1,哪儿,nar,代,1,1,{},false,false,false,
135,哪些,nǎxiē,1,哪些,naxie,代,1,1,{},false,false,false,
136,那,nà,1,那,na,代、（连）,1,1,{2},false,false,false,
137,那边,nàbiān,1,那边,nabian,代,1,1,{},false,false,false,
138,那个,nàge,1,那个,nage,代,1,1,{},false,false,false,
139,那里,nàlǐ,1,那里,nali,代,1,1,{},false,false,false,
140,那儿,nàr,1,那儿,nar,代,1,1,{},false,false,false,
141,那些,nàxiē,1,那些,naxie,代,1,1,{},false,false,false,
142,男,nán,1,男,nan,形,1,1,{},false,false,false,
143,男朋友,nánpéngyou,1,男朋友,nanpengyou,名,1,1,{},false,false,false,
144,呢,ne,1,呢,ne,助,1,1,{},false,false,false,
145,能,néng,1,能,neng,动,1,1,{},false,false,false,
146,你,nǐ,1,你,ni,代,1,1,{},false,false,false,
147,你好,nǐ hǎo,1,你好,nihao,,1,1,{},false,false,true,
148,你们,nǐmen,1,你们,nimen,代,1,1,{},false,false,false,
149,年,nián,1,年,nian,名、量,1,1,{},false,false,false,
150,您,nín,1,您,nin,代,1,1,{},false,false,false,
151,牛奶,niúnǎi,1,牛奶,niunai,名,1,1,{},false,false,false,
152,女,nǚ,1,女,nu,形,1,1,{},false,false,false,
153,女儿,nǚ’ér,1,女儿,nuer,名,1,1,{},false,false,false,
154,女朋友,nǚpéngyou,1,女朋友,nupengyou,名,1,1,{},false,false,false,
155,女士,nǚshì,1,女士,nushi,名,1,1,{},false,false,false,
156,朋友,péngyou,1,朋友,pengyou,名,1,1,{},false,false,false,
157,便宜,piányi,1,便宜,pianyi,形,1,1,{},false,false,false,
158,漂亮,piàoliang,1,漂亮,piaoliang,形,1,1,{},false,false,false,
159,苹果,píngguǒ,1,苹果,pingguo,名,1,1,{},false,false,false,
160,七,qī,1,七,qi,数,1,1,{},false,false,false,
161,起床,qǐchuáng,1,起床,qichuang,动,1,1,{},false,false,false,
162,千,qiān,1,千,qian,数,1,1,{},false,false,false,
163,前,qián,1,前,qian,名,1,1,{},false,false,false,
164,钱,qián,1,钱,qian,名,1,1,{},false,false,false,
165,请,qǐng,1,请,qing,动,1,1,{},false,false,false,
166,请问,qǐngwèn,1,请问,qingwen,动,1,1,{},false,false,false,
167,去,qù,1,去,qu,动,1,1,{},false,false,false,
168,去年,qùnián,1,去年,qunian,名,1,1,{},false,false,false,
169,热,rè,1,热,re,形,1,1,{},false,false,false,
170,人,rén,1,人,ren,名,1,1,{},false,false,false,
171,认识,rènshi,1,认识,renshi,动,1,1,{},false,false,false,
172,日,rì,1,日,ri,量、（名）,1,1,{4},false,false,false,
173,三,sān,1,三,san,数,1,1,{},false,false,false,
174,商店,shāngdiàn,1,商店,shangdian,名,1,1,{},false,false,false,
175,上,shàng,1,上,shang,名、动,1,1,{},false,false,false,
176,上班,shàngbān,1,上班,shangban,动,1,1,{},false,false,false,
177,上课,shàngkè,1,上课,shangke,动,1,1,{},false,false,false,
178,上午,shàngwǔ,1,上午,shangwu,名,1,1,{},false,false,false,
179,上学,shàngxué,1,上学,shangxue,动,1,1,{},false,false,false,
180,少,shǎo,1,少,shao,形、动,1,1,{},false,false,false,
181,谁,shéi/shuí,1,谁,sheishui,代,1,1,{},false,false,false,
182,什么,shénme,1,什么,shenme,代,1,1,{},false,false,false,
183,生病,shēngbìng,1,生病,shengbing,动,1,1,{},false,false,false,
184,十,shí,1,十,shi,数,1,1,{},false,false,false,
185,时候,shíhou,1,时候,shihou,名,1,1,{},false,false,false,
186,时间,shíjiān,1,时间,shijian,名,1,1,{},false,false,false,
187,事,shì,1,事,shi,名,1,1,{},false,false,false,
188,是,shì,1,是,shi,动,1,1,{},false,false,false,
189,手机,shǒujī,1,手机,shouji,名,1,1,{},false,false,false,
190,书,shū,1,书,shu,名,1,1,{},false,false,false,
191,书店,shūdiàn,1,书店,shudian,名,1,1,{},false,false,false,
192,水,shuǐ,1,水,shui,名,1,1,{},false,false,false,
193,水果,shuǐguǒ,1,水果,shuiguo,名,1,1,{},false,false,false,
194,睡,shuì,1,睡,shui,动,1,1,{},false,false,false,
195,睡觉,shuìjiào,1,睡觉,shuijiao,动,1,1,{},false,false,false,
196,说,shuō,1,说,shuo,动,1,1,{},false,false,false,
197,说话,shuōhuà,1,说话,shuohua,动,1,1,{},false,false,false,
198,四,sì,1,四,si,数,1,1,{},false,false,false,
199,岁,suì,1,岁,sui,量,1,1,{},false,false,false,
200,他,tā,1,他,ta,代,1,1,{},false,false,false,
201,它,tā,1,它,ta,代,1,1,{},false,false,false,
202,她,tā,1,她,ta,代,1,1,{},false,false,false,
203,他们,tāmen,1,他们,tamen,代,1,1,{},false,false,false,
204,它们,tāmen,1,它们,tamen,代,1,1,{},false,false,false,
205,她们,tāmen,1,她们,tamen,代,1,1,{},false,false,false,
206,太,tài,1,太,tai,副,1,1,{},false,false,false,
207,天,tiān,1,天,tian,名、量,1,1,{},false,false,false,
208,天气,tiānqì,1,天气,tianqi,名,1,1,{},false,false,false,
209,听,tīng,1,听,ting,动,1,1,{},false,false,false,
210,听见,tīngjiàn,1,听见,tingjian,动,1,1,{},false,false,false,
211,同学,tóngxué,1,同学,tongxue,名,1,1,{},false,false,false,
212,外,wài,1,外,wai,名,1,1,{},false,false,false,
213,外边,wàibian,1,外边,waibian,名,1,1,{},false,false,false,
214,玩,wán,1,玩,wan,动,1,1,{},false,false,false,
215,晚,wǎn,1,晚,wan,形,1,1,{},false,false,false,
216,晚饭,wǎnfàn,1,晚饭,wanfan,名,1,1,{},false,false,false,
217,晚上,wǎnshang,1,晚上,wanshang,名,1,1,{},false,false,false,
218,喂,wèi,1,喂1,wei,叹,1,1,{},true,false,false,
219,问,wèn,1,问,wen,动,1,1,{},false,false,false,
220,问题,wèntí,1,问题,wenti,名,1,1,{},false,false,false,
221,我,wǒ,1,我,wo,代,1,1,{},false,false,false,
222,我们,wǒmen,1,我们,women,代,1,1,{},false,false,false,
223,五,wǔ,1,五,wu,数,1,1,{},false,false,false,
224,午饭,wǔfàn,1,午饭,wufan,名,1,1,{},false,false,false,
225,喜欢,xǐhuan,1,喜欢,xihuan,动,1,1,{},false,false,false,
226,下,xià,1,下,xia,名、动、量,1,1,{},false,false,false,
227,下雨,xià yǔ,1,下雨,xiayu,,1,1,{},false,false,true,
228,下班,xiàbān,1,下班,xiaban,动,1,1,{},false,false,false,
229,下课,xiàkè,1,下课,xiake,动,1,1,{},false,false,false,
230,下午,xiàwǔ,1,下午,xiawu,名,1,1,{},false,false,false,
231,先生,xiānsheng,1,先生,xiansheng,名,1,1,{},false,false,false,
232,现在,xiànzài,1,现在,xianzai,名,1,1,{},false,false,false,
233,想,xiǎng,1,想,xiang,动,1,1,{},false,false,false,
234,小,xiǎo,1,小,xiao,形、前缀,1,1,{},false,false,false,
235,小朋友,xiǎopéngyǒu,1,小朋友,xiaopengyou,名,1,1,{},false,false,false,
236,小时,xiǎoshí,1,小时,xiaoshi,名,1,1,{},false,false,false,
237,小学,xiǎoxué,1,小学,xiaoxue,名,1,1,{},false,false,false,
238,小学生,xiǎoxuéshēng,1,小学生,xiaoxuesheng,名,1,1,{},false,false,false,
239,些,xiē,1,些,xie,量,1,1,{},false,false,false,
240,写,xiě,1,写,xie,动,1,1,{},false,false,false,
241,谢谢,xièxie,1,谢谢,xiexie,动,1,1,{},false,false,false,
242,新,xīn,1,新,xin,形,1,1,{},false,false,false,
243,星期,xīngqī,1,星期,xingqi,名,1,1,{},false,false,false,
244,星期日,xīngqīrì,1,星期日,xingqiri,名,1,1,{},false,false,false,
245,星期天,xīngqītiān,1,星期天,xingqitian,名,1,1,{},false,false,false,
246,休息,xiūxi,1,休息,xiuxi,动,1,1,{},false,false,false,
247,学,xué,1,学,xue,动,1,1,{},false,false,false,
248,学生,xuéshēng,1,学生,xuesheng,名,1,1,{},false,false,false,
249,学习,xuéxí,1,学习,xuexi,动,1,1,{},false,false,false,
250,学校,xuéxiào,1,学校,xuexiao,名,1,1,{},false,false,false,
251,雪,xuě,1,雪,xue,名,1,1,{},false,false,false,
252,要,yào,1,要,yao,动,1,1,{},false,false,false,
253,也,yě,1,也,ye,副,1,1,{},false,false,false,
254,一,yī,1,一,yi,数,1,1,{},false,false,false,
255,衣服,yīfu,1,衣服,yifu,名,1,1,{},false,false,false,
256,医生,yīshēng,1,医生,yisheng,名,1,1,{},false,false,false,
257,医院,yīyuàn,1,医院,yiyuan,名,1,1,{},false,false,false,
258,一半,yíbàn,1,一半,yiban,数,1,1,{},false,false,false,
259,一下,yíxià,1,一下,yixia,数量、（副）,1,1,{4},false,false,false,
260,椅子,yǐzi,1,椅子,yizi,名,1,1,{},false,false,false,
261,一点儿,yìdiǎnr,1,一点儿,yidianr,数量,1,1,{},false,false,false,
262,一些,yìxiē,1,一些,yixie,数量,1,1,{},false,false,false,
263,有,yǒu,1,有,you,动,1,1,{},false,false,false,
264,有的,yǒude,1,有的,youde,代,1,1,{},false,false,false,
265,有点儿,yǒudiǎnr,1,有点儿,youdianr,副,1,1,{},false,false,false,
266,有些,yǒuxiē,1,有些,youxie,代、（副）,1,1,{3},false,false,false,
267,雨,yǔ,1,雨,yu,名,1,1,{},false,false,false,
268,元,yuán,1,元,yuan,量,1,1,{},false,false,false,
269,月,yuè,1,月,yue,名,1,1,{},false,false,false,
270,再,zài,1,再,zai,副,1,1,{},false,false,false,
271,在,zài,1,在,zai,动、介、副,1,1,{},false,false,false,
272,再见,zàijiàn,1,再见,zaijian,动,1,1,{},false,false,false,
273,早,zǎo,1,早,zao,形,1,1,{},false,false,false,
274,早饭,zǎofàn,1,早饭,zaofan,名,1,1,{},false,false,false,
275,早上,zǎoshang,1,早上,zaoshang,名,1,1,{},false,false,false,
276,怎么,zěnme,1,怎么,zenme,代,1,1,{},false,false,false,
277,怎么样,zěnmeyàng,1,怎么样,zenmeyang,代,1,1,{},false,false,false,
278,找,zhǎo,1,找,zhao,动,1,1,{},false,false,false,
279,这,zhè,1,这,zhe,代,1,1,{},false,false,false,
280,这边,zhèbiān,1,这边,zhebian,代,1,1,{},false,false,false,
281,这个,zhège,1,这个,zhege,代,1,1,{},false,false,false,
282,这里,zhèlǐ,1,这里,zheli,代,1,1,{},false,false,false,
283,这儿,zhèr,1,这儿,zher,代,1,1,{},false,false,false,
284,这些,zhèxiē,1,这些,zhexie,代,1,1,{},false,false,false,
285,真,zhēn,1,真,zhen,副、（形）,1,1,{4},false,false,false,
286,正在,zhèngzài,1,正在,zhengzai,副,1,1,{},false,false,false,
287,只,zhī,1,只,zhi,量,1,1,{},true,true,false,
288,知道,zhīdào,1,知道,zhidao,动,1,1,{},false,false,false,
289,中国,Zhōngguó,1,中国,zhongguo,名,1,1,{},false,false,false,
290,中文,Zhōngwén,1,中文,zhongwen,名,1,1,{},false,false,false,
291,中午,zhōngwǔ,1,中午,zhongwu,名,1,1,{},false,false,false,
292,中学,zhōngxué,1,中学,zhongxue,名,1,1,{},false,false,false,
293,中学生,zhōngxuéshēng,1,中学生,zhongxuesheng,名,1,1,{},false,false,false,
294,住,zhù,1,住,zhu,动,1,1,{},false,false,false,
295,桌子,zhuōzi,1,桌子,zhuozi,名,1,1,{},false,false,false,
296,字,zì,1,字,zi,名,1,1,{},false,false,false,
297,昨天,zuótiān,1,昨天,zuotian,名,1,1,{},false,false,false,
298,坐,zuò,1,坐,zuo,动,1,1,{},false,false,false,
299,做,zuò,1,做,zuo,动,1,1,{},false,false,false,
300,做饭,zuò fàn,1,做饭,zuofan,,1,1,{},false,false,true,
301,啊,a,1,啊,a,助,2,2,{},true,true,false,
302,爱好,àihào,1,爱好,aihao,动、名,2,2,{},false,false,false,
303,白色,báisè,1,白色,baise,名,2,2,{},false,false,false,
304,班,bān,1,班,ban,名、（量）,2,2,{5},false,false,false,
305,帮,bāng,1,帮,bang,动,2,2,{},false,false,false,
306,帮忙,bāngmáng,1,帮忙,bangmang,动,2,2,{},false,false,false,
307,包,bāo,1,包,bao,动、名、量,2,2,{},false,false,false,
308,本子,běnzi,1,本子,benzi,名,2,2,{},false,false,false,
309,比,bǐ,1,比,bi,动、介,2,2,{},false,false,false,
310,笔,bǐ,1,笔,bi,名、（量）,2,2,{5},false,false,false,
311,别,bié,1,别1,bie,副,2,2,{},true,false,false,
312,不错,búcuò,1,不错,bucuo,形,2,2,{},false,false,false,
313,不好意思,bù hǎoyìsi,1,不好意思,buhaoyisi,,2,2,{},false,false,true,
314,长,cháng,1,长,chang,形,2,2,{},true,true,false,
315,车站,chēzhàn,1,车站,chezhan,名,2,2,{},false,false,false,
316,出,chū,1,出,chu,动,2,2,{},false,false,false,
317,出国,chūguó,1,出国,chuguo,动,2,2,{},false,false,false,
318,出来,chūlái,1,出来,chulai,动,2,2,{},false,false,false,
319,出门,chūmén,1,出门,chumen,动,2,2,{},false,false,false,
320,出去,chūqù,1,出去,chuqu,动,2,2,{},false,false,false,
321,床,chuáng,1,床,chuang,名,2,2,{},false,false,false,
322,词,cí,1,词,ci,名,2,2,{},false,false,false,
323,次,cì,1,次,ci,量、（形）,2,2,{7},false,false,false,
324,从,cóng,1,从,cong,介、（副）,2,2,{4},false,false,false,
325,从小,cóngxiǎo,1,从小,congxiao,副,2,2,{},false,false,false,
326,错,cuò,1,错,cuo,形,2,2,{},false,false,false,
327,打,dǎ,1,打1,da,动,2,2,{},true,false,false,
328,打车,dǎchē,1,打车,dache,动,2,2,{},false,false,false,
329,打开,dǎkāi,1,打开,dakai,动,2,2,{},false,false,false,
330,但,dàn,1,但,dan,连、（副）,2,2,{7},false,false,false,
331,但是,dànshì,1,但是,danshi,连,2,2,{},false,false,false,
332,得,de,1,得,de,助,2,2,{},true,true,false,
333,地,de,1,地,de,助,2,2,{},true,true,false,
334,等,děng,1,等1,deng,动、（介）,2,2,{4},true,false,false,
335,地铁,dìtiě,1,地铁,ditie,名,2,2,{},false,false,false,
336,点,diǎn,2,点2,dian,动、（名、量）,2,2,{4},true,false,false,
337,懂,dǒng,1,懂,dong,动,2,2,{},false,false,false,
338,动,dòng,1,动,dong,动,2,2,{},false,false,false,
339,饭馆,fànguǎn,1,饭馆,fanguan,名,2,2,{},false,false,false,
340,飞,fēi,1,飞,fei,动,2,2,{},false,false,false,
341,高,gāo,1,高,gao,形、名,2,2,{},false,false,false,
342,高中,gāozhōng,1,高中,gaozhong,名,2,2,{},false,false,false,
343,告诉,gàosu,1,告诉,gaosu,动,2,2,{},false,false,false,
344,个子,gèzi,1,个子,gezi,名,2,2,{},false,false,false,
345,跟,gēn,1,跟,gen,介、连、（名、动）,2,2,{5},false,false,false,
346,公交车,gōngjiāochē,1,公交车,gongjiaoche,名,2,2,{},false,false,false,
347,过,guò,1,过,guo,动,2,2,{},true,true,false,
348,过来,guòlái,1,过来,guolai,动,2,2,{},false,false,false,
349,过年,guònián,1,过年,guonian,动,2,2,{},false,false,false,
350,过去,guòqù,1,过去1,guoqu,动,2,2,{},true,false,false,
351,过,guo,1,过,guo,助,2,2,{},true,true,false,
352,还是,háishi,1,还是,haishi,副、连,2,2,{},false,false,false,
353,黑色,hēisè,1,黑色,heise,名,2,2,{},false,false,false,
354,红茶,hóngchá,1,红茶,hongcha,名,2,2,{},false,false,false,
355,红色,hóngsè,1,红色,hongse,名,2,2,{},false,false,false,
356,后面,hòumiàn,1,后面,houmian,名,2,2,{},false,false,false,
357,花,huā,1,花1,hua,动,2,2,{},true,false,false,
358,花,huā,2,花2,hua,名、（形）,2,2,{6},true,false,false,
359,画,huà,1,画,hua,动、名,2,2,{},false,false,false,
360,坏,huài,1,坏,huai,形,2,2,{},false,false,false,
361,回来,huílái,1,回来,huilai,动,2,2,{},false,false,false,
362,回去,huíqù,1,回去,huiqu,动,2,2,{},false,false,false,
363,机场,jīchǎng,1,机场,jichang,名,2,2,{},false,false,false,
364,机票,jīpiào,1,机票,jipiao,名,2,2,{},false,false,false,
365,记得,jìde,1,记得,jide,动,2,2,{},false,false,false,
366,间,jiān,1,间,jian,量、（名）,2,2,{4},false,false,false,
367,教,jiāo,1,教,jiao,动,2,2,{},false,false,false,
368,教室,jiàoshì,1,教室,jiaoshi,名,2,2,{},false,false,false,
369,介绍,jièshào,1,介绍,jieshao,动,2,2,{},false,false,false,
370,进,jìn,1,进,jin,动,2,2,{},false,false,false,
371,近,jìn,1,近,jin,形,2,2,{},false,false,false,
372,进来,jìnlái,1,进来,jinlai,动,2,2,{},false,false,false,
373,进去,jìnqù,1,进去,jinqu,动,2,2,{},false,false,false,
374,经常,jīngcháng,1,经常,jingchang,副,2,2,{},false,false,false,
375,酒店,jiǔdiàn,1,酒店,jiudian,名,2,2,{},false,false,false,
376,就,jiù,1,就,jiu,副、（介）,2,2,{7},false,false,false,
377,咖啡,kāfēi,1,咖啡,kafei,名,2,2,{},false,false,false,
378,开始,kāishǐ,1,开始,kaishi,动、名,2,2,{},false,false,false,
379,开学,kāixué,1,开学,kaixue,动,2,2,{},false,false,false,
380,考,kǎo,1,考,kao,动,2,2,{},false,false,false,
381,考试,kǎoshì,1,考试,kaoshi,动、名,2,2,{},false,false,false,
382,可能,kěnéng,1,可能,keneng,形、名、动,2,2,{},false,false,false,
383,裤子,kùzi,1,裤子,kuzi,名,2,2,{},false,false,false,
384,快,kuài,1,快,kuai,形、副,2,2,{},false,false,false,
385,快乐,kuàilè,1,快乐,kuaile,形,2,2,{},false,false,false,
386,快要,kuàiyào,1,快要,kuaiyao,副,2,2,{},false,false,false,
387,篮球,lánqiú,1,篮球,lanqiu,名,2,2,{},false,false,false,
388,累,lèi,1,累,lei,形、动,2,2,{},false,false,false,
389,离,lí,1,离,li,动,2,2,{},false,false,false,
390,里面,lǐmiàn,1,里面,limian,名,2,2,{},false,false,false,
391,楼,lóu,1,楼,lou,名,2,2,{},false,false,false,
392,路,lù,1,路,lu,名,2,2,{},false,false,false,
393,路上,lùshang,1,路上,lushang,名,2,2,{},false,false,false,
394,旅游,lǚyóu,1,旅游,luyou,动,2,2,{},false,false,false,
395,绿茶,lǜchá,1,绿茶,lucha,名,2,2,{},false,false,false,
396,绿色,lǜsè,1,绿色,luse,名、（形）,2,2,{4},false,false,false,
397,慢,màn,1,慢,man,形,2,2,{},false,false,false,
398,没意思,méi yìsi,1,没意思,meiyisi,,2,2,{},false,false,true,
399,每,měi,1,每,mei,代、（副）,2,2,{4},false,false,false,
400,门,mén,1,门,men,名,2,2,{},false,false,false,
401,门口,ménkǒu,1,门口,menkou,名,2,2,{},false,false,false,
402,门票,ménpiào,1,门票,menpiao,名,2,2,{},false,false,false,
